Channel,LOB,Country,Requester,CR_Lv4,Evaluado,Supervisor,Tenure,QA_Score,Duration,Week
Live Chat,Delivery,MX,Customer,incomplete order,Agent 103,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,260.0,W21
Live Chat,Delivery,CO,Customer,refund status and conditions doubts,Agent 64,Supervisor 19,Tenure (De 30 a 90 días),100.0,1000.0,W21
Live Chat,Delivery,CO,Customer,verbal aggression,Agent 123,Supervisor 16,Tenure (De 30 a 90 días),100.0,794.0,W21
Live Chat,Delivery,CO,Customer,Account Stolen (under antifraud review),Agent 73,Supervisor 27,Tenure (De 3 a 6 Meses),100.0,1243.0,W21
Live Chat,Delivery,MX,Customer,Duplicated charge,Agent 146,Supervisor 6,Tenure (De 6 a 12 Meses),100.0,798.0,W21
Live Chat,Delivery,CO,Customer,Incomplete order,Agent 3,Supervisor 3,Tenure (De 3 a 6 Meses),100.0,367.0,W21
Live Chat,Delivery,CO,Customer,membership program renewal charge,Agent 139,Supervisor 3,Tenure (De 3 a 6 Meses),100.0,413.0,W21
Live Chat,Delivery,CO,Customer,refund status and conditions,Agent 57,Supervisor 27,Tenure (De 6 a 12 Meses),90.0,572.0,W21
Live Chat,Delivery,MX,Customer,terms and conditions,Agent 127,Supervisor 3,Tenure (De 3 a 6 Meses),100.0,787.0,W21
Live Chat,Delivery,CO,Customer,terms and conditions,Agent 200,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,821.0,W21
Live Chat,Delivery,MX,Customer,Account Stolen (under antifraud review),Agent 24,Supervisor 3,Tenure (De 6 a 12 Meses),100.0,1213.0,W21
Live Chat,Delivery,CO,Customer,After sales user fraud (under anti fraud review),Agent 182,Supervisor 6,Tenure (De 3 a 6 Meses),80.0,842.0,W21
Live Chat,Delivery,MX,Customer,Incomplete order,Agent 178,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,848.0,W21
Live Chat,Delivery,MX,Customer,Issues while paying to courier,Agent 94,Supervisor 26,Tenure (De 30 a 90 días),100.0,791.0,W21
Live Chat,Delivery,MX,Customer,order is active but customer already received it,Agent 259,Supervisor 7,Tenure (De 6 a 12 Meses),100.0,1168.0,W21
Live Chat,Delivery,CO,Customer,refund status and conditions,Agent 79,Supervisor 3,Tenure (De 30 a 90 días),100.0,397.0,W21
Live Chat,Delivery,MX,Customer,refund status and conditions,Agent 171,Supervisor 20,New hire,100.0,1519.0,W21
Live Chat,Delivery,MX,Customer,store promotions doubts,Agent 234,Supervisor 26,Tenure (De 30 a 90 días),100.0,448.0,W21
Live Chat,Delivery,MX,Customer,After sales user fraud (under anti fraud review),Agent 95,Supervisor 26,Tenure (De 3 a 6 Meses),100.0,252.0,W21
Live Chat,Delivery,PE,Customer,Can't choose card as payment method (under antifraud review),Agent 174,Supervisor 13,Tenure (De 6 a 12 Meses),100.0,411.0,W21
Live Chat,Delivery,CO,Customer,Duplicated charge,Agent 213,Supervisor 20,New hire,100.0,1323.0,W21
Live Chat,Delivery,CO,Customer,Incomplete order,Agent 169,Supervisor 19,Tenure (De 3 a 6 Meses),100.0,408.0,W21
Live Chat,Delivery,MX,Customer,modify or add address,Agent 130,Supervisor 27,Tenure (De 30 a 90 días),100.0,338.0,W21
Live Chat,Delivery,CO,Customer,order appears as completed but customer haven't receive it - full service,Agent 119,Supervisor 9,Tenure (De 3 a 6 Meses),100.0,658.0,W21
Live Chat,Delivery,CO,Customer,order invoice issues,Agent 232,Supervisor 8,Tenure (De 30 a 90 días),80.0,1122.0,W21
Live Chat,Delivery,CO,Customer,rate another user,Agent 210,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,1235.0,W21
Live Chat,Delivery,MX,Customer,After sales user fraud (under anti fraud review),Agent 157,Supervisor 8,Tenure (De 30 a 90 días),100.0,1131.0,W21
Live Chat,Delivery,CO,Customer,Inedible order,Agent 175,Supervisor 3,Tenure (Mas de 1 año),100.0,731.0,W21
Live Chat,Delivery,MX,Customer,Inedible order,Agent 183,Supervisor 3,Tenure (De 6 a 12 Meses),100.0,648.0,W21
Live Chat,Delivery,CO,Customer,Inedible order,Agent 169,Supervisor 19,Tenure (De 3 a 6 Meses),100.0,748.0,W21
Live Chat,Delivery,MX,Customer,delivery verification code,Agent 259,Supervisor 7,Tenure (De 6 a 12 Meses),0.0,905.0,W21
Live Chat,Delivery,CO,Customer,driver mismatch,Agent 179,Supervisor 15,Tenure (De 6 a 12 Meses),100.0,935.0,W21
Live Chat,Delivery,CO,Customer,inedible order,Agent 80,Supervisor 3,Tenure (De 30 a 90 días),100.0,259.0,W21
Live Chat,Delivery,CO,Customer,membership program renewal charge,Agent 93,Supervisor 8,Tenure (De 30 a 90 días),90.0,2577.0,W21
Live Chat,Delivery,MX,Customer,settle a pending offline payment,Agent 137,Supervisor 26,Tenure (De 30 a 90 días),100.0,522.0,W21
Live Chat,Delivery,MX,Customer,settle a pending offline payment,Agent 190,Supervisor 8,Tenure (De 30 a 90 días),90.0,397.0,W21
Live Chat,Delivery,MX,Customer,wrong order,Agent 62,Supervisor 20,New hire,100.0,281.0,W21
Live Chat,Delivery,CO,Customer,After sales user fraud (under anti fraud review),Agent 245,Supervisor 1,Tenure (De 30 a 90 días),100.0,489.0,W21
Live Chat,Delivery,MX,Customer,Driver or store request to cancel order,Agent 169,Supervisor 19,Tenure (De 3 a 6 Meses),100.0,724.0,W21
Live Chat,Delivery,CO,Customer,Inedible order,Agent 65,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,447.0,W21
Live Chat,Delivery,MX,Customer,Inedible order,Agent 158,Supervisor 19,Tenure (De 30 a 90 días),100.0,938.0,W21
Live Chat,Delivery,MX,Customer,Online payment failure (under antifraud review),Agent 24,Supervisor 3,Tenure (De 6 a 12 Meses),100.0,828.0,W21
Live Chat,Delivery,MX,Customer,User disagrees with cancellation charge/debt,Agent 238,Supervisor 6,New hire,0.0,1078.0,W21
Live Chat,Delivery,CO,Customer,membership program renewal charge,Agent 196,Supervisor 26,Tenure (De 30 a 90 días),100.0,1992.0,W21
Live Chat,Delivery,CO,Customer,membership program renewal charge,Agent 131,Supervisor 26,Tenure (De 3 a 6 Meses),100.0,576.0,W21
Live Chat,Delivery,MX,Customer,verification fee information,Agent 133,Supervisor 13,Tenure (De 30 a 90 días),100.0,2102.0,W21
Live Chat,Delivery,CO,Customer,Bank Card Stolen (under antifraud review),Agent 165,Supervisor 27,New hire,100.0,932.0,W21
Live Chat,Delivery,MX,Customer,Courier overcharged me,Agent 192,Supervisor 6,Tenure (De 3 a 6 Meses),100.0,290.0,W21
Live Chat,Delivery,MX,Customer,Inedible order,Agent 191,Supervisor 19,Tenure (De 30 a 90 días),100.0,878.0,W21
Live Chat,Delivery,PE,Customer,Inedible order,Agent 183,Supervisor 3,Tenure (De 6 a 12 Meses),90.0,1062.0,W21
Live Chat,Delivery,PE,Customer,incomplete order,Agent 61,Supervisor 3,Tenure (De 30 a 90 días),100.0,583.0,W21
Live Chat,Delivery,MX,Customer,inedible order,Agent 121,Supervisor 3,Tenure (De 30 a 90 días),100.0,645.0,W21
Live Chat,Delivery,CO,Customer,other business line,Agent 150,Supervisor 6,Tenure (De 3 a 6 Meses),100.0,476.0,W21
Live Chat,Delivery,MX,Customer,placing an order information,Agent 95,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,591.0,W21
Live Chat,Delivery,CO,Customer,refund failed,Agent 83,Supervisor 7,Tenure (De 3 a 6 Meses),100.0,1455.0,W21
Live Chat,Delivery,MX,Customer,Courier overcharged me,Agent 94,Supervisor 13,Tenure (De 30 a 90 días),90.0,842.0,W21
Live Chat,Delivery,CO,Customer,Incomplete order,Agent 3,Supervisor 3,Tenure (De 3 a 6 Meses),100.0,699.0,W21
Live Chat,Delivery,MX,Customer,Inedible order,Agent 76,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,717.0,W21
Live Chat,Delivery,MX,Customer,Inedible order,Agent 79,Supervisor 3,Tenure (De 30 a 90 días),100.0,174.0,W21
Live Chat,Delivery,MX,Customer,Inedible order,Agent 80,Supervisor 3,Tenure (De 30 a 90 días),100.0,405.0,W21
Live Chat,Delivery,MX,Customer,Online payment failure (under antifraud review),Agent 165,Supervisor 20,New hire,100.0,502.0,W21
Live Chat,Delivery,CO,Customer,delete account,Agent 172,Supervisor 26,Tenure (De 3 a 6 Meses),100.0,2430.0,W21
Live Chat,Delivery,MX,Customer,membership program benefits,Agent 68,Supervisor 3,Tenure (De 30 a 90 días),100.0,868.0,W21
Live Chat,Delivery,MX,Customer,membership program renewal charge,Agent 177,Supervisor 9,New hire,100.0,1177.0,W21
Live Chat,Delivery,MX,Customer,other business line,Agent 83,Supervisor 27,Tenure (De 3 a 6 Meses),100.0,445.0,W21
Live Chat,Delivery,MX,Customer,pick up order at store,Agent 115,Supervisor 14,Tenure (De 30 a 90 días),90.0,583.0,W21
Live Chat,Delivery,MX,Customer,placing an order information,Agent 195,Supervisor 13,Tenure (De 30 a 90 días),100.0,593.0,W21
Live Chat,Delivery,MX,Customer,rate another user,Agent 74,Supervisor 27,Tenure (De 3 a 6 Meses),100.0,814.0,W21
Live Chat,Delivery,CO,Customer,refund status and conditions,Agent 73,Supervisor 27,Tenure (De 3 a 6 Meses),100.0,1561.0,W21
Live Chat,Delivery,CO,Customer,After sales user fraud (under anti fraud review),Agent 241,Supervisor 9,Tenure (De 30 a 90 días),90.0,507.0,W21
Live Chat,Delivery,CO,Customer,Inedible order,Agent 68,Supervisor 3,Tenure (De 30 a 90 días),100.0,333.0,W21
Live Chat,Delivery,MX,Customer,Partnerships information,Agent 250,Supervisor 6,Tenure (De 3 a 6 Meses),100.0,1360.0,W21
Live Chat,Delivery,MX,Customer,User request order status or delay information,Agent 243,Supervisor 15,Tenure (De 6 a 12 Meses),100.0,570.0,W21
Live Chat,Delivery,CO,Customer,inedible order,Agent 85,Supervisor 1,Tenure (De 30 a 90 días),100.0,308.0,W21
Live Chat,Delivery,CO,Customer,membership program renewal charge,Agent 137,Supervisor 26,Tenure (De 30 a 90 días),90.0,1062.0,W21
Live Chat,Delivery,MX,Customer,Incomplete order,Agent 24,Supervisor 3,Tenure (De 6 a 12 Meses),100.0,573.0,W21
Live Chat,Delivery,MX,Customer,User placed order with wrong information,Agent 73,Supervisor 7,Tenure (De 3 a 6 Meses),100.0,639.0,W21
Live Chat,Delivery,MX,Customer,didi pay balance & top up,Agent 68,Supervisor 3,Tenure (De 30 a 90 días),100.0,1003.0,W21
Live Chat,Delivery,PE,Customer,order appears as completed but customer haven't receive it - full service,Agent 143,Supervisor 16,Tenure (De 30 a 90 días),100.0,465.0,W21
Live Chat,Delivery,MX,Customer,physical aggression,Agent 71,Supervisor 4,Tenure (De 30 a 90 días),100.0,3490.0,W21
Live Chat,Delivery,CO,Customer,Bank Card Stolen (under antifraud review),Agent 101,Supervisor 8,Tenure (De 30 a 90 días),100.0,939.0,W21
Live Chat,Delivery,CO,Customer,Courier overcharged me,Agent 85,Supervisor 1,Tenure (De 30 a 90 días),100.0,941.0,W21
Live Chat,Delivery,CO,Customer,Duplicated charge,Agent 167,Supervisor 8,Tenure (De 30 a 90 días),100.0,935.0,W21
Live Chat,Delivery,CO,Customer,Incomplete order,Agent 65,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,1165.0,W21
Live Chat,Delivery,CO,Customer,didi pay balance & top up,Agent 77,Supervisor 26,Tenure (De 30 a 90 días),100.0,123.0,W21
Live Chat,Delivery,MX,Customer,membership program benefits,Agent 80,Supervisor 3,Tenure (De 30 a 90 días),100.0,1607.0,W21
Live Chat,Delivery,MX,Customer,membership program renewal charge,Agent 56,Supervisor 6,Tenure (De 3 a 6 Meses),90.0,461.0,W21
Live Chat,Delivery,MX,Customer,order appears as completed but customer haven't receive it - full service,Agent 183,Supervisor 3,Tenure (De 6 a 12 Meses),100.0,216.0,W21
Live Chat,Delivery,CO,Customer,order is active but customer already received it,Agent 196,Supervisor 26,Tenure (De 30 a 90 días),100.0,677.0,W21
Live Chat,Delivery,MX,Customer,placing an order information,Agent 170,Supervisor 6,Tenure (De 6 a 12 Meses),100.0,1152.0,W21
Live Chat,Delivery,MX,Customer,refund status and conditions,Agent 201,Supervisor 4,Tenure (De 6 a 12 Meses),90.0,689.0,W21
Live Chat,Delivery,MX,Customer,settle a pending offline payment,Agent 13,Supervisor 1,Tenure (De 30 a 90 días),100.0,436.0,W21
Live Chat,Delivery,MX,Customer,After sales user fraud (under anti fraud review),Agent 64,Supervisor 19,Tenure (De 30 a 90 días),100.0,1197.0,W21
Live Chat,Delivery,MX,Customer,Can't choose card as payment method (under antifraud review),Agent 110,Supervisor 3,Tenure (De 30 a 90 días),100.0,952.0,W21
Live Chat,Delivery,CO,Customer,User placed order with wrong information,Agent 121,Supervisor 3,Tenure (De 30 a 90 días),100.0,606.0,W21
Live Chat,Delivery,MX,Customer,User placed order with wrong information,Agent 156,Supervisor 13,Tenure (De 6 a 12 Meses),80.0,558.0,W21
Live Chat,Delivery,CO,Customer,membership program benefits,Agent 175,Supervisor 3,Tenure (Mas de 1 año),90.0,897.0,W21
Live Chat,Delivery,MX,Customer,payment methods available,Agent 165,Supervisor 20,New hire,100.0,922.0,W21
Live Chat,Delivery,CO,Customer,placing an order information,Agent 93,Supervisor 8,Tenure (De 30 a 90 días),100.0,16.0,W21
Live Chat,Delivery,CO,Customer,After sales user fraud (under anti fraud review),Agent 138,Supervisor 27,New hire,100.0,1676.0,W21
Live Chat,Delivery,MX,Customer,Can't choose card as payment method (under antifraud review),Agent 103,Supervisor 9,Tenure (De 3 a 6 Meses),100.0,966.0,W21
Live Chat,Delivery,CR,Customer,Courier overcharged me,Agent 69,Supervisor 21,Tenure (De 30 a 90 días),100.0,706.0,W21
Live Chat,Delivery,CO,Customer,Duplicated charge,Agent 193,Supervisor 6,Tenure (De 3 a 6 Meses),100.0,1426.0,W21
Live Chat,Delivery,CO,Customer,User disagrees with cancellation charge/debt,Agent 79,Supervisor 4,Tenure (De 30 a 90 días),100.0,396.0,W21
Live Chat,Delivery,MX,Customer,User placed order with wrong information,Agent 140,Supervisor 15,New hire,100.0,549.0,W21
Live Chat,Delivery,MX,Customer,didi pay balance & top up,Agent 157,Supervisor 27,Tenure (De 30 a 90 días),0.0,1679.0,W21
Live Chat,Delivery,MX,Customer,other business line,Agent 150,Supervisor 6,Tenure (De 3 a 6 Meses),100.0,821.0,W21
Live Chat,Delivery,MX,Customer,payment methods available,Agent 100,Supervisor 3,Tenure (De 30 a 90 días),90.0,235.0,W21
Live Chat,Delivery,CO,Customer,refund status and conditions,Agent 175,Supervisor 3,Tenure (Mas de 1 año),100.0,300.0,W21
Live Chat,Delivery,CO,Customer,After sales user fraud (under anti fraud review),Agent 172,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,986.0,W21
Live Chat,Delivery,MX,Customer,Bank Card Stolen (under antifraud review),Agent 177,Supervisor 20,New hire,100.0,418.0,W21
Live Chat,Delivery,CO,Customer,Damaged order,Agent 120,Supervisor 20,New hire,90.0,833.0,W21
Live Chat,Delivery,CR,Customer,Incomplete order,Agent 65,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,443.0,W21
Live Chat,Delivery,MX,Customer,Online payment failure (under antifraud review),Agent 241,Supervisor 8,Tenure (De 30 a 90 días),100.0,542.0,W21
Live Chat,Delivery,CO,Customer,cannot place cash order (under antifraud review),Agent 71,Supervisor 4,Tenure (De 30 a 90 días),90.0,1246.0,W21
Live Chat,Delivery,CO,Customer,payment methods available,Agent 178,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,723.0,W21
Live Chat,Delivery,CO,Customer,verbal aggression,Agent 83,Supervisor 27,Tenure (De 3 a 6 Meses),100.0,1206.0,W21
Live Chat,Delivery,MX,Customer,After sales user fraud (under anti fraud review),Agent 123,Supervisor 16,Tenure (De 30 a 90 días),100.0,927.0,W21
Live Chat,Delivery,MX,Customer,Can't choose card as payment method (under antifraud review),Agent 130,Supervisor 27,Tenure (De 30 a 90 días),100.0,481.0,W21
Live Chat,Delivery,CO,Customer,Driver or store request to cancel order,Agent 151,Supervisor 15,Tenure (De 30 a 90 días),100.0,1997.0,W21
Live Chat,Delivery,MX,Customer,Driver or store request to cancel order,Agent 129,Supervisor 13,Tenure (De 3 a 6 Meses),100.0,975.0,W21
Live Chat,Delivery,MX,Customer,Driver or store request to cancel order,Agent 58,Supervisor 8,Tenure (De 30 a 90 días),100.0,1528.0,W21
Live Chat,Delivery,MX,Customer,Inedible order,Agent 79,Supervisor 3,Tenure (De 30 a 90 días),100.0,414.0,W21
Live Chat,Delivery,CO,Customer,Inedible order,Agent 80,Supervisor 3,Tenure (De 30 a 90 días),100.0,843.0,W21
Live Chat,Delivery,MX,Customer,cannot use my coupon (under antifraud review),Agent 178,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,2416.0,W21
Live Chat,Delivery,CO,Customer,delivery fee information,Agent 190,Supervisor 8,Tenure (De 30 a 90 días),0.0,715.0,W21
Live Chat,Delivery,MX,Customer,didi pay balance & top up,Agent 63,Supervisor 4,Tenure (De 30 a 90 días),100.0,431.0,W21
Live Chat,Delivery,MX,Customer,didi pay balance & top up,Agent 91,Supervisor 26,Tenure (De 6 a 12 Meses),0.0,131.0,W21
Live Chat,Delivery,CO,Customer,order appears as completed but customer haven't receive it - full service,Agent 109,Supervisor 27,New hire,100.0,1298.0,W21
Live Chat,Delivery,CO,Customer,rate another user,Agent 169,Supervisor 19,Tenure (De 3 a 6 Meses),100.0,728.0,W21
Live Chat,Delivery,MX,Customer,settle a pending offline payment,Agent 170,Supervisor 6,Tenure (De 6 a 12 Meses),100.0,533.0,W21
Live Chat,Delivery,MX,Customer,Driver or store request to cancel order,Agent 109,Supervisor 27,New hire,100.0,569.0,W21
Live Chat,Delivery,MX,Customer,Online payment failure (under antifraud review),Agent 234,Supervisor 8,Tenure (De 30 a 90 días),90.0,936.0,W21
Live Chat,Delivery,MX,Customer,Partnerships information,Agent 193,Supervisor 6,Tenure (De 3 a 6 Meses),90.0,1301.0,W21
Live Chat,Delivery,MX,Customer,User disagrees with cancellation charge/debt,Agent 175,Supervisor 3,Tenure (Mas de 1 año),100.0,666.0,W21
Live Chat,Delivery,MX,Customer,User placed order with wrong information,Agent 105,Supervisor 6,Tenure (De 6 a 12 Meses),100.0,878.0,W21
Live Chat,Delivery,MX,Customer,User request order status or delay information,Agent 26,Supervisor 19,Tenure (De 6 a 12 Meses),100.0,667.0,W21
Live Chat,Delivery,MX,Customer,User request order status or delay information,Agent 111,Supervisor 3,Tenure (De 6 a 12 Meses),100.0,522.0,W21
Live Chat,Delivery,MX,Customer,cannot place cash order (under antifraud review),Agent 238,Supervisor 20,New hire,100.0,821.0,W21
Live Chat,Delivery,CO,Customer,cannot receive cash order (under antifraud review),Agent 207,Supervisor 6,Tenure (De 30 a 90 días),100.0,556.0,W21
Live Chat,Delivery,MX,Customer,delivery fee information,Agent 206,Supervisor 26,Tenure (De 30 a 90 días),100.0,868.0,W21
Live Chat,Delivery,MX,Customer,modify payment method,Agent 133,Supervisor 13,Tenure (De 30 a 90 días),0.0,310.0,W21
Live Chat,Delivery,MX,Customer,referral coupon information,Agent 189,Supervisor 20,New hire,0.0,532.0,W21
Live Chat,Delivery,CO,Customer,settle a pending offline payment,Agent 67,Supervisor 1,Tenure (De 3 a 6 Meses),100.0,326.0,W21
Live Chat,Delivery,MX,Customer,verification fee information,Agent 88,Supervisor 6,Tenure (De 30 a 90 días),100.0,56.0,W21
Live Chat,Delivery,MX,Customer,Account Stolen (under antifraud review),Agent 207,Supervisor 3,Tenure (De 30 a 90 días),100.0,862.0,W21
Live Chat,Delivery,MX,Customer,Bank Card Stolen (under antifraud review),Agent 181,Supervisor 15,Tenure (De 30 a 90 días),90.0,947.0,W21
Live Chat,Delivery,MX,Customer,Driver or store request to cancel order,Agent 169,Supervisor 19,Tenure (De 3 a 6 Meses),100.0,492.0,W21
Live Chat,Delivery,MX,Customer,Online payment failure (under antifraud review),Agent 189,Supervisor 20,New hire,100.0,692.0,W21
Live Chat,Delivery,MX,Customer,Online payment failure (under antifraud review),Agent 71,Supervisor 4,Tenure (De 30 a 90 días),100.0,84.0,W21
Live Chat,Delivery,MX,Customer,User don't want the order anymore,Agent 164,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,984.0,W21
Live Chat,Delivery,MX,Customer,incomplete order,Agent 3,Supervisor 3,Tenure (De 3 a 6 Meses),100.0,778.0,W21
Live Chat,Delivery,MX,Customer,incomplete order,Agent 93,Supervisor 4,Tenure (De 30 a 90 días),100.0,1251.0,W21
Live Chat,Delivery,MX,Customer,membership program benefits,Agent 238,Supervisor 6,New hire,100.0,883.0,W21
Live Chat,Delivery,CO,Customer,membership program renewal charge,Agent 174,Supervisor 9,Tenure (De 6 a 12 Meses),90.0,672.0,W21
Live Chat,Delivery,CO,Customer,membership program renewal charge,Agent 118,Supervisor 1,Tenure (De 30 a 90 días),100.0,512.0,W21
Live Chat,Delivery,PE,Customer,refund status and conditions,Agent 57,Supervisor 27,Tenure (De 6 a 12 Meses),100.0,688.0,W21
Live Chat,Delivery,MX,Customer,terms and conditions,Agent 150,Supervisor 6,Tenure (De 3 a 6 Meses),100.0,668.0,W21
Live Chat,Delivery,CO,Customer,verification fee information,Agent 200,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,378.0,W21
Live Chat,Delivery,CO,Customer,User disagrees with cancellation charge/debt-groceries,Agent 26,Supervisor 19,Tenure (De 6 a 12 Meses),100.0,2323.0,W21
Live Chat,Delivery,MX,Customer,User disagrees with cancellation charge/debt-groceries,Agent 67,Supervisor 9,Tenure (De 3 a 6 Meses),90.0,678.0,W21
Live Chat,Delivery,MX,Customer,membership program renewal charge,Agent 131,Supervisor 3,Tenure (De 3 a 6 Meses),100.0,290.0,W21
Live Chat,Delivery,CO,Customer,modify phone number,Agent 143,Supervisor 15,Tenure (De 30 a 90 días),100.0,375.0,W21
Live Chat,Delivery,MX,Customer,placing an order information,Agent 172,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,2366.0,W21
Live Chat,Delivery,MX,Customer,refund status and conditions,Agent 40,Supervisor 15,Tenure (De 6 a 12 Meses),100.0,509.0,W21
Live Chat,Delivery,CO,Customer,Bank Card Stolen (under antifraud review),Agent 68,Supervisor 3,Tenure (De 30 a 90 días),90.0,855.0,W21
Live Chat,Delivery,MX,Customer,Driver or store request to cancel order,Agent 171,Supervisor 20,New hire,100.0,281.0,W21
Live Chat,Delivery,CO,Customer,Inedible order,Agent 235,Supervisor 4,Tenure (De 30 a 90 días),100.0,713.0,W21
Live Chat,Delivery,MX,Customer,didi pay balance & top up,Agent 208,Supervisor 8,Tenure (De 30 a 90 días),90.0,1005.0,W21
Live Chat,Delivery,CO,Customer,inedible order,Agent 175,Supervisor 3,Tenure (Mas de 1 año),100.0,1407.0,W21
Live Chat,Delivery,CO,Customer,order appears as completed but customer haven't receive it - full service,Agent 157,Supervisor 27,Tenure (De 30 a 90 días),100.0,1061.0,W21
Live Chat,Delivery,MX,Customer,placing an order information,Agent 181,Supervisor 15,Tenure (De 30 a 90 días),100.0,637.0,W21
Live Chat,Delivery,MX,Customer,rate another user,Agent 107,Supervisor 9,Tenure (De 3 a 6 Meses),100.0,1615.0,W21
Live Chat,Delivery,MX,Customer,rate another user,Agent 201,Supervisor 4,Tenure (De 6 a 12 Meses),100.0,1218.0,W21
Live Chat,Delivery,CO,Customer,stalking,Agent 7,Supervisor 4,Tenure (De 6 a 12 Meses),90.0,1261.0,W21
Live Chat,Delivery,MX,Customer,After sales user fraud (under anti fraud review),Agent 174,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,543.0,W21
Live Chat,Delivery,MX,Customer,After sales user fraud (under anti fraud review),Agent 207,Supervisor 3,Tenure (De 30 a 90 días),90.0,384.0,W21
Live Chat,Delivery,CO,Customer,Bank Card Stolen (under antifraud review),Agent 69,Supervisor 29,Tenure (De 30 a 90 días),100.0,672.0,W21
Live Chat,Delivery,MX,Customer,Can't choose card as payment method (under antifraud review),Agent 170,Supervisor 6,Tenure (De 6 a 12 Meses),100.0,1153.0,W21
Live Chat,Delivery,MX,Customer,Damaged order,Agent 222,Supervisor 25,Tenure (De 6 a 12 Meses),100.0,1367.0,W21
Live Chat,Delivery,MX,Customer,Incomplete order,Agent 191,Supervisor 19,Tenure (De 30 a 90 días),100.0,668.0,W21
Live Chat,Delivery,CO,Customer,Inedible order,Agent 235,Supervisor 4,Tenure (De 30 a 90 días),100.0,2006.0,W21
Live Chat,Delivery,PE,Customer,Inedible order,Agent 80,Supervisor 3,Tenure (De 30 a 90 días),100.0,597.0,W21
Live Chat,Delivery,MX,Customer,Online payment failure (under antifraud review),Agent 69,Supervisor 21,Tenure (De 30 a 90 días),100.0,1051.0,W21
Live Chat,Delivery,MX,Customer,User placed order with wrong information,Agent 155,Supervisor 13,New hire,90.0,192.0,W21
Live Chat,Delivery,MX,Customer,food poisoning,Agent 58,Supervisor 27,Tenure (De 30 a 90 días),100.0,1064.0,W21
Live Chat,Delivery,MX,Customer,inedible order,Agent 114,Supervisor 3,Tenure (De 3 a 6 Meses),100.0,1430.0,W21
Live Chat,Delivery,MX,Customer,order appears as completed but customer haven't receive it - full service,Agent 121,Supervisor 3,Tenure (De 30 a 90 días),100.0,1379.0,W21
Live Chat,Delivery,MX,Customer,placing an order information,Agent 98,Supervisor 8,Tenure (De 30 a 90 días),100.0,1198.0,W21
Live Chat,Delivery,MX,Customer,Can't choose card as payment method (under antifraud review),Agent 167,Supervisor 8,Tenure (De 30 a 90 días),100.0,1367.0,W21
Live Chat,Delivery,CO,Customer,Can't choose card as payment method (under antifraud review),Agent 80,Supervisor 3,Tenure (De 30 a 90 días),100.0,1032.0,W21
Live Chat,Delivery,CO,Customer,Duplicated charge,Agent 139,Supervisor 26,Tenure (De 3 a 6 Meses),100.0,555.0,W21
Live Chat,Delivery,MX,Customer,Issues while paying to courier,Agent 116,Supervisor 3,Tenure (De 30 a 90 días),90.0,843.0,W21
Live Chat,Delivery,MX,Customer,Online payment failure (under antifraud review),Agent 250,Supervisor 6,Tenure (De 3 a 6 Meses),100.0,66.0,W21
Live Chat,Delivery,MX,Customer,cannot place cash order (under antifraud review),Agent 206,Supervisor 13,Tenure (De 30 a 90 días),100.0,940.0,W21
Live Chat,Delivery,CO,Customer,didi pay balance & top up,Agent 116,Supervisor 3,Tenure (De 30 a 90 días),0.0,886.0,W21
Live Chat,Delivery,MX,Customer,membership program renewal charge,Agent 102,Supervisor 6,New hire,100.0,1184.0,W21
Live Chat,Delivery,MX,Customer,modify phone number,Agent 241,Supervisor 9,Tenure (De 30 a 90 días),100.0,656.0,W21
Live Chat,Delivery,MX,Customer,payment methods available,Agent 158,Supervisor 19,Tenure (De 30 a 90 días),100.0,417.0,W21
Live Chat,Delivery,MX,Customer,After sales user fraud (under anti fraud review),Agent 66,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,1302.0,W21
Live Chat,Delivery,MX,Customer,Incomplete order,Agent 100,Supervisor 19,Tenure (De 30 a 90 días),100.0,854.0,W21
Live Chat,Delivery,MX,Customer,Incomplete order,Agent 115,Supervisor 1,Tenure (De 30 a 90 días),100.0,456.0,W21
Live Chat,Delivery,MX,Customer,User don't want the order anymore,Agent 59,Supervisor 7,Tenure (De 3 a 6 Meses),100.0,644.0,W21
Live Chat,Delivery,MX,Customer,food poisoning,Agent 3,Supervisor 3,Tenure (De 3 a 6 Meses),100.0,1064.0,W21
Live Chat,Delivery,CO,Customer,rate another user,Agent 65,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,679.0,W21
